1946-1950 - Coleccion 78RPM,00828767206523,1
Del Tiempo Guapo,08427328130479,1
The Best Of Carlos Gardel,00094637195925,1
Carlos Di Sarli - Vol 09 - 1944-1945 - Sello RCA Victor - Club De Tango,02480001050927,1
Antología - Vol. 4,00731452237828,1
Bien Milonguero Vol. 2 - Reliquias,00724352912827,1
Sus Primeros Éxitos - Reliquias,00724354169823,1
Angel Vargas Vol. 2 - Grandes Del Tango 30 - Disc 2,07798108080552,2
Sus Éxitos Con Raúl Iriarte,00724349536227,1
Orquesta Tipica Victor - Vol 07 - 1928 - Sello Victor - Club De Tango,02480001010723,1
Cristobal Herrero - Recuerdo 1953-1954 - BATC  ORQ 324,02480001040126,1
Tangos De Los Ángeles Vol. 1,00743214129128,1
Serie Orquestas Olvidadas Vol 3 - BATC,02480002153030,1
Carlos Di Sarli Vol. 19 (1953-1954) - (CTA-519),02480001051924,0
Orquesta Tipica Victor - Vol 04 - 1927 - Sello Victor - Club De Tango,02480001010426,1
Edgardo Donato En La Decada Del '50 - Archivo Odeon - Euro Records,00094638988922,1
Juan Sanchez Gorio - Vol 2 - 1953-1954 - CTA,02480002152675,1
Emigrante,07790446996809,1
Jose Garcia - Vol 1 - 1942-1943 - CTA,02480002152118,1
Mariano Mores - 90 Años Y Mas (Lado A),05099920737221,1
Carlos Di Sarli - Vol. 12 1954 - CTA512,02480001051221,1
Osvaldo Fresedo V - 1926-1928 - CTA 715,02480001071526,1
Julio De Caro - From Argentina To The World,00094637196526,1
Recordando A La Guardia Vieja-1933/1944 - Coleccion 78 RPM,00886971399424,1
Orquesta Tipica Victor - Vol 05 - 1927 - Sello Victor - Club De Tango,02480001010525,1
Roberto Firpo 1926-1927 - BATC 242,02480002152422,1
Tangos De Los Ángeles Vol. 4,00743216333820,1
TangoNuevo,07798086580082,1
Roberto Firpo 1926-1927 - BATC 278,02480002121725,1
Alfredo De Angelis - Sus Exitos Con Julio Martel - Vol 2 - Reliquias,00724352910328,1
Hector Pacheco - Tangos Romanticos - Reliquias,00724347759727,1
Orquesta Tipica Brunswick 1930-1932 - BATC ORQ 245,02480002152453,1
Carlos Di Sarli - Vol 02 - 1929-1930 - Sello RCA Victor - Club De Tango,02480001050224,1
Sus Primeros Éxitos Vol. 1,00743216334124,1
Las Milongas Más Milongas,00724352943326,1
Francisco Canaro - Canta Eduardo Adrian - 20 Grandes Exitos - Reliquias,00724347388729,1
Sudestada Tango Lounge,07798121840218,1
Francisco Canaro - 1932-1933 La Cancion De Buenos Aires - BATC ORQ 291,02480002152910,1
Grandes Del Tango - Osvaldo Fresedo CD2,07798108080521,2
Alfredo Gobbi - Instrumental 1947-1958 - Euro Records,07798089730590,1
1947-1953 - Colleccion 78RPM,00828766032123,1
Alberto Castillo - 50 Años De Su Primera Grabacion (1943-1993) - En FM Tango,00724382783220,1
Sus Primeros Éxitos Vol. 3,00743216334629,1
Manifiesto,00605900060026,1
Tangos Sentimentales - Reliquias,00724349536326,1
German Tango Orchestras - 1926-1942,00008637217129,1
Roberto Firpo - Tangazos De Antaño - Reliquias,00724354172724,1
Instrumentales Inolvidables - Vol. 2 - Reliquias,00724349998520,1
Nostálgico,00731453933224,1
Miguel Calo - Sus Exitos con Roberto Arrieta - Reliquias,00724349997127,1
La Epoca De Oro - Vol 03 - 1924-1943 - BATC,02480002150435,1
Roberto Firpo 1927-1935 - BATC ORQ 202,02480002152026,1
Francisco Rotundo - Para Recordarlo - Archivo Odeon,00094638989226,1
Candombes Y Milongas - Reliquias,00724349997424,1
Orquesta Juan D'Arienzo - La Cumparsita - Magenta,07798082984822,1
